,transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3
803369,1-102-2014-10432,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,05-09-2014,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,لاريفيرا استيتس - ايه,LARIVIERA  ESTATE-A,,,,Jumeirah Village Circle,قرية جميرا الدائرية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مدينة دبي للإنترنت,Dubai Internet City,مارينا مول,Marina Mall,غرفة,1 B/R,1,71.93,514400.0,7151.4,,,1.0,1.0,0.0
480564,2-13-2019-2367,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,11-04-2019,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,,,,,,Springs - 5,الينابيع - 5,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,343.57,1516997.0,4415.39,,,2.0,1.0,0.0
1007890,1-11-2022-30743,11,1,مبايعات,Sales,بيع,Sell,07-12-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,T2 II  بارك هايتس,PARK HEIGHTS II T2,1887.0,II بارك هايتس ,PARK HEIGHTS II,DUBAI HILLS,دبي هيليز,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,61.03,900000.0,14746.85,,,1.0,1.0,0.0
1072592,1-102-2008-46727,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,03-03-2010,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,390,برج خليفة,Burj Khalifa,ب د ستاند بوينت أ,BD Standpoint A,1277.0,د د ستاند بوينت,DD STAND POINT,Burj Khalifa,برج خليفة,برج خليفة,Burj Khalifa,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,غرفتين,2 B/R,1,119.47,2753916.0,23051.11,,,1.0,1.0,0.0
858823,1-102-2023-29310,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,19-06-2023,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,0,على الخارطة,Off-Plan Properties,531,الحبيه السادسة,Al Hebiah Sixth,,,2638.0,مدن الرنيم 5,Mudon Al Ranim 5,Mudon,مدن,,,,,,,أربع غرف,4 B/R,0,253.29,2941000.0,11611.2,,,1.0,1.0,0.0
415941,1-851-2016-459,851,1,مبايعات,Sales,تسجيل حق منفعة - تسجيل مبدئي,Development Registration Pre-Registration,23-05-2016,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,459,مجمع دبي للاستثمار الثاني,Dubai Investment Park Second,CENTURION RESIDENCE - TOWER 2,CENTURION RESIDENCE - TOWER 2,1626.0,سنتوريون ريزدينس,CENTURION RESIDENCE,Dubai Investment Park Second,مجمع دبي للاستثمار الثاني,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,,,,,غرفتين,2 B/R,1,134.73,1109418.0,8234.38,,,1.0,1.0,0.0
986241,2-13-2011-6273,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,16-01-2012,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,اميراتس جاردينز 1 جي 2,Emirates Gardens 1 - G2,1433.0,الإمارات حديقة الأول - جاردينيا,EMIRATES GARDEN I - GARDENIA,Jumeirah Village Circle,قرية جميرا الدائرية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مدينة دبي للإنترنت,Dubai Internet City,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,90.86,420000.0,4622.5,,,1.0,1.0,0.0
766135,1-11-2003-498,11,1,مبايعات,Sales,بيع,Sell,15-04-2003,1,أرض,Land,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,298,الورقاء الثالثه,Al Warqa Third,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1160.36,540000.0,465.37,,,1.0,1.0,0.0
1084315,2-13-2013-1863,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,02-04-2013,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,351,الثنيه الثالثة,Al Thanyah Third,,,,,,Lakes - Maeen,البحيرات - معين,برج العرب,Burj Al Arab,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,234.21,2464958.0,10524.56,,,1.0,1.0,0.0
324008,1-11-2009-200931,11,1,مبايعات,Sales,بيع,Sell,12-01-2009,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,343,ورسان الاولى,Al Warsan First,T06,T06,,,,International City Phase 1,المدينة العالمية - المرحلة الاولى,,,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,استوديو,Studio,0,43.0,220000.0,5116.28,,,1.0,1.0,0.0
418881,1-11-2015-3689,11,1,مبايعات,Sales,بيع,Sell,24-02-2015,3,وحدة,Unit,42.0,مكتب,Office,تجاري,Commercial,1,العقارات القائمة,Existing Properties,526,الخليج التجارى,Business Bay,باي سكوير - 12,Bay Square - 12,1280.0,ساحة الخليج,BAY SQUARE,Business Bay,الخليج التجاري,وسط مدينة دبي,Downtown Dubai,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,مكتب,Office,1,181.44,2464042.0,13580.48,,,1.0,1.0,0.0
282273,1-11-2013-28243,11,1,مبايعات,Sales,بيع,Sell,23-09-2013,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,إيمارتس جاردنز 2  ملبيري 2,Emirates Garden II - Mulberry 2,1119.0,حديقة الإمارات 2 (القيقب - ماجنولا - التوت),EMIRATES GARDEN 2 (MAPLE- MAGNOLA - MULBERRY),Jumeirah Village Circle,قرية جميرا الدائرية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفة,1 B/R,1,91.14,1140535.0,12514.1,,,1.0,1.0,0.0
984355,1-102-2020-6924,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,22-04-2020,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,343,ورسان الاولى,Al Warsan First,اوليفز رزيدنس مبنى 3,OLIVZ RESIDENCE BLOCK 3,2215.0,اوليفز رزيدنس,Olivz Residence,International City Phase 1,المدينة العالمية - المرحلة الاولى,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,استوديو,Studio,1,39.44,327000.0,8291.08,,,1.0,2.0,0.0
228061,1-102-2018-13929,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,17-10-2018,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,447,الخيران الأولى,Al Khairan First,ذي جراند,The Grand,1983.0,ذي جراند ,The Grand ,The Lagoons,الخيران,مطار دبي الدولي,Dubai International Airport,محطة مترو الخور,Creek Metro Station,مول دبي,Dubai Mall,غرفتين,2 B/R,1,122.4,1944888.0,15889.61,,,1.0,1.0,0.0
662495,1-11-2014-26799,11,1,مبايعات,Sales,بيع,Sell,09-12-2014,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,467,وادي الصفا 5,Wadi Al Safa 5,سكاي كورتس A,Skycourts Tower A,794.0,سكاي كورتس,SKY COURTS,Residential Complex,ريزيدينتشل كموبليكس,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,79.17,750000.0,9473.29,,,1.0,1.0,0.0
272018,1-41-2010-4056,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,21-06-2010,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,390,برج خليفة,Burj Khalifa,ريزدنس_E2,Residences_E2,,,,Burj Khalifa,برج خليفة,وسط مدينة دبي,Downtown Dubai,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,غرفتين,2 B/R,1,132.94,1228800.0,9243.27,,,1.0,1.0,0.0
828761,1-102-2016-4669,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,26-04-2016,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,348,القوز الرابعه,Al Goze Fourth,الخـيـــل هايـتـــس 3A-3B ,AL KHAIL HEIGHTS 3A-3B,1527.0,الخيل هايتس,AL KHAIL HEIGHTS,,,وسط مدينة دبي,Downtown Dubai,محطة مترو نور بنك,Noor Bank Metro Station,مول دبي,Dubai Mall,استوديو,Studio,1,70.16,497151.0,7085.96,,,1.0,1.0,0.0
235199,2-810-2019-502,810,2,رهون,Mortgages,تسجيل اجارة تمويلية,Lease Finance Registration,30-09-2019,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,507,اليلايس 2,Al Yelayiss 2,,,1638.0,تاون سكوير حياة,TOWN SQUARE HAYAT,TOWN SQUARE,تاون سكوير,دورة دبي للدراجات,Dubai Cycling Course,,,,,ثلاث غرف,3 B/R,0,188.09,800000.0,4253.28,,,1.0,1.0,0.0
841397,1-11-2021-5924,11,1,مبايعات,Sales,بيع,Sell,12-04-2021,1,أرض,Land,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,334,الجداف,Al Jadaf,,,,,,Sama Al Jadaf,سما الجداف,مطار دبي الدولي,Dubai International Airport,محطة مترو الجداف,Al Jadaf Metro Station,مول دبي,Dubai Mall,,,0,1300.08,12707000.0,9774.01,,,1.0,1.0,0.0
301094,1-41-2010-5803,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,19-07-2010,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,,,,,,Springs - 4,الينابيع - 4,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفتين,2 B/R,0,306.24,1195000.0,3902.17,,,1.0,1.0,0.0
64058,1-110-2010-2206,110,1,مبايعات,Sales,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,09-08-2010,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,351,الثنيه الثالثة,Al Thanyah Third,الظفرة2,AL Dhafrah-2,,,,The Greens,الروضة,برج العرب,Burj Al Arab,مدينة دبي للإنترنت,Dubai Internet City,مارينا مول,Marina Mall,غرفة,1 B/R,1,74.34,439800.0,5916.06,,,2.0,2.0,2.0
1056962,2-110-2009-201911,110,2,رهون,Mortgages,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,08-09-2009,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,445,جبل علي الأولى,Jabal Ali First,MED 51,MED 51,,,,Discovery Gardens,الحدائق المكتشفة,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,برج هاربور,Harbour Tower,ابن بطوطة مول,Ibn-e-Battuta Mall,غرفة,1 B/R,0,93.0,697510.0,7500.11,697510.0,7500.0,2.0,2.0,2.0
1049435,3-9-2021-1180,9,3,هبات,Gifts,هبه,Grant,04-05-2021,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,348,القوز الرابعه,Al Goze Fourth,,,,,,,,وسط مدينة دبي,Downtown Dubai,محطة مترو نور بنك,Noor Bank Metro Station,مول دبي,Dubai Mall,,,0,1026.58,4000000.0,3896.43,,,1.0,1.0,0.0
1048673,1-102-2015-12619,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,07-09-2015,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,435,الحبيه الرابعة,Al Hebiah Fourth,ايليت 8 سبورتس ريزيدنيس,ELITE 8 SPORTS RESIDENCE,1401.0,ايليت 8 سبورتس ريزيدنس,ELITE 8 SPORTS RESIDENCE,Dubai Sports City,مدينة دبي الرياضية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفة,1 B/R,1,70.46,668000.0,9480.56,,,1.0,1.0,0.0
734241,1-102-2021-17471,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,04-10-2021,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,0,على الخارطة,Off-Plan Properties,467,وادي الصفا 5,Wadi Al Safa 5,,,2258.0,المرابع العربية ااا - بليس,Arabain Ranches lll - Bliss,,,,,,,,,أربع غرف,4 B/R,0,221.1,2619888.0,11849.34,,,1.0,1.0,0.0
1062753,1-102-2016-5434,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,09-05-2016,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,462,مدينة المطار,Madinat Al Mataar,ماج 535,MAG 535,1673.0,ماج 5 بوليفارد,MAG 5 BOULEVARD,Dubai World Central,دبي ورلد سنترال,موقع إكسبو 2020,Expo 2020 Site,,,,,غرفتين,2 B/R,1,91.74,799000.0,8709.4,,,1.0,1.0,0.0
1075809,1-102-2006-857,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,01-02-2010,3,وحدة,Unit,42.0,مكتب,Office,تجاري,Commercial,0,على الخارطة,Off-Plan Properties,526,الخليج التجارى,Business Bay,ابراج تشرشل 1- تجاري,Churchill Tower 1-Commercial,1178.0, تشرشل تاور,CHURCHILL TOWER,Business Bay,الخليج التجاري,وسط مدينة دبي,Downtown Dubai,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,مكتب,Office,1,57.14,761940.0,13334.62,,,1.0,1.0,0.0
1021889,1-102-2023-6761,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,13-02-2023,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,0,على الخارطة,Off-Plan Properties,507,اليلايس 2,Al Yelayiss 2,,,2490.0,مها تاون هاوس,MAHA TOWNHOUSES ,TOWN SQUARE,تاون سكوير,,,,,,,ثلاث غرف,3 B/R,0,176.9,1790888.0,10123.73,,,1.0,1.0,0.0
894570,1-11-2019-291,11,1,مبايعات,Sales,بيع,Sell,14-01-2019,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,445,جبل علي الأولى,Jabal Ali First,ماريا تاور,MARIA TOWER,2078.0,ماريا تاور,Maria Tower,Al Furjan,الفرجان,موقع إكسبو 2020,Expo 2020 Site,محطة مترو ابن بطوطة,Ibn Battuta Metro Station,ابن بطوطة مول,Ibn-e-Battuta Mall,غرفة,1 B/R,1,62.73,675219.0,10763.89,,,1.0,1.0,0.0
204386,1-102-2019-23304,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,23-12-2019,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,333,مدينة دبي الملاحية,Madinat Dubai Almelaheyah,سي جيت مبنى 3,Seagate Building 3,2163.0,سي جيت,Seagate,Mina Rashid,ميناء راشد,برج خليفة,Burj Khalifa,محطة مترو الغبيبة,Al Ghubaiba Metro Station,مول دبي,Dubai Mall,غرفتين,2 B/R,1,107.78,1815888.0,16848.1,,,1.0,1.0,0.0
213011,1-11-2008-210126,11,1,مبايعات,Sales,بيع,Sell,24-11-2008,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,343,ورسان الاولى,Al Warsan First,X15,X15,,,,International City Phase 1,المدينة العالمية - المرحلة الاولى,,,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,غرفة,1 B/R,0,81.0,488000.0,6024.69,,,2.0,2.0,0.0
446059,1-41-2018-2295,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,17-09-2018,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,412,المركاض,Al Merkadh,,,1366.0,محمد بن راشد ال مكتوم سيتي- ديسترك ون، فيس ون,"MOHAMMED BIN RASHID AL MAKTOUM CITY- DISTRICT ONE, PHASE 1",,,وسط مدينة دبي,Downtown Dubai,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,,,0,703.4,7500000.0,10662.5,,,1.0,1.0,0.0
1041670,1-102-2023-17598,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,11-04-2023,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,526,الخليج التجارى,Business Bay,أيكون سيتي 3 ? تاور ايه,AYKON CITY 3 - TOWER A,2200.0,ايكون سيتي 3,AYKON CITY 3,,,وسط مدينة دبي,Downtown Dubai,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,ثلاث غرف,3 B/R,1,175.77,4030000.0,22927.69,,,1.0,1.0,0.0
1020401,1-11-2014-16165,11,1,مبايعات,Sales,بيع,Sell,23-06-2014,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,350,الثنيه الخامسة,Al Thanyah Fifth,سبا 2,SABA 2,463.0, سابا تاور 2,SABA TOWER 2,Jumeirah Lakes Towers, ابراج بحيرات الجميرا,برج العرب,Burj Al Arab,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,استوديو,Studio,1,49.27,800000.0,16237.06,,,1.0,1.0,0.0
435203,1-11-2015-9727,11,1,مبايعات,Sales,بيع,Sell,15-06-2015,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,,,,,,Jumeirah Village Circle,قرية جميرا الدائرية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مدينة دبي للإنترنت,Dubai Internet City,مول الإمارات,Mall of the Emirates,,,0,240.0,1526000.0,6358.33,,,1.0,2.0,0.0
919851,1-11-2011-7472,11,1,مبايعات,Sales,بيع,Sell,02-05-2011,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,,,,,,Springs - 1,الينابيع - 1,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,345.15,900000.0,2607.56,,,1.0,1.0,0.0
1038796,1-11-2018-11246,11,1,مبايعات,Sales,بيع,Sell,26-11-2018,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,335,ند الشبا الاولى,Nad Al Shiba First,ذا بولو ريزيدنيس - سي 7,THE POLO RESIDENCE - C7,1538.0,ذا بولو رزيدينس,THE POLO RESIDENCE,Meydan,ميدان,وسط مدينة دبي,Downtown Dubai,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,غرفة,1 B/R,1,84.17,1000000.0,11880.72,,,1.0,1.0,0.0
124448,1-102-2022-34583,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,01-11-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,447,الخيران الأولى,Al Khairan First,I آيلاند بارك ,Island Park I,1895.0,I آيلاند بارك ,Island Park I ,The Lagoons,الخيران,مطار دبي الدولي,Dubai International Airport,محطة مترو الخور,Creek Metro Station,سيتي سنتر مردف,City Centre Mirdif,غرفة,1 B/R,1,67.62,1369990.0,20260.13,,,1.0,1.0,0.0
697107,1-11-2019-6052,11,1,مبايعات,Sales,بيع,Sell,01-07-2019,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,409,البرشاء جنوب الثالثة,Al Barshaa South Third,لينكولن بارك - نورث سايد ,Lincoln Park-North Side,1442.0,لينكولن بارك (الجانب الشمالي),LINCOLN PARK ( NORTH SIDE),Arjan,أرجان,موتور سيتي,Motor City,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,استوديو,Studio,1,54.63,345000.0,6315.21,,,1.0,1.0,0.0
827419,1-102-2017-55,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,02-01-2017,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,409,البرشاء جنوب الثالثة,Al Barshaa South Third,ميــراكــلز تاور,MIRACLZ TOWER,1819.0,ميراكلز تاور,MIRACLZ TOWER,Arjan,أرجان,موتور سيتي,Motor City,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,استوديو,Studio,1,37.37,495000.0,13245.92,,,1.0,1.0,0.0
613285,1-102-2022-40053,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,05-12-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,447,الخيران الأولى,Al Khairan First,بالاس رزيدنسز,Palace Residences,2128.0,بالاس رزيدنسز - خور دبي,Palace Residences - Dubai Creek Harbour,The Lagoons,الخيران,مطار دبي الدولي,Dubai International Airport,محطة مترو الخور,Creek Metro Station,سيتي سنتر مردف,City Centre Mirdif,غرفتين,2 B/R,1,102.16,1653888.0,16189.19,,,1.0,1.0,0.0
915063,1-102-2006-10385,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,01-06-2009,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,330,مرسى دبي,Marsa Dubai,ترايدنت جراند ريزيدنس,TRIDENT GRAND RESIDENCE,208.0,ترايدنت جراند,TRIDENT GRAND,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,مساكن شاطئ الجميرا,Jumeirah Beach Resdency,مارينا مول,Marina Mall,غرفتين,2 B/R,1,164.17,2100000.0,12791.62,,,1.0,1.0,0.0
381386,2-13-2023-2804,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,23-02-2023,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,,,1428.0,إطلالات ماسية 3 - الفيلات ب,DIAMOND VIEWS 3 - VILLAS B,Jumeirah Village Circle,قرية جميرا الدائرية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مدينة دبي للإنترنت,Dubai Internet City,مول الإمارات,Mall of the Emirates,ثلاث غرف,3 B/R,0,141.9,1700000.0,11980.27,,,2.0,1.0,0.0
646983,1-102-2018-15737,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,26-11-2018,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,390,برج خليفة,Burj Khalifa,إل بريمو,IL Primo,1757.0,Il  بريمو,Il PRIMO,Burj Khalifa,برج خليفة,برج خليفة,Burj Khalifa,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,أربع غرف,4 B/R,1,495.42,18240888.0,36819.04,,,1.0,1.0,0.0
1033600,1-102-2008-29735,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,22-04-2009,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,Reliance 5,Reliance 5,753.0,ريلاينس 5,RELIANCE 5,Jumeirah Village Circle,قرية جميرا الدائرية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مدينة دبي للإنترنت,Dubai Internet City,مارينا مول,Marina Mall,غرفة,1 B/R,0,46.36,765281.0,16507.36,,,1.0,1.0,0.0
1037892,1-102-2013-13986,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,20-12-2013,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,0,على الخارطة,Off-Plan Properties,506,اليلايس 1,Al Yelayiss 1,,,1824.0,مجمع ريم ميرا بي أتش 3,REEM-MIRA COMMUNITY PH 3,,,دورة دبي للدراجات,Dubai Cycling Course,,,,,ثلاث غرف,3 B/R,0,216.0,1355888.0,6277.26,,,1.0,1.0,0.0
426052,2-56-2023-25,56,2,رهون,Mortgages,تعديل رهن حق منفعة,Modify Development Mortgage,07-04-2023,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,459,مجمع دبي للاستثمار الثاني,Dubai Investment Park Second,,,,,,Dubai Investment Park Second,مجمع دبي للاستثمار الثاني,موقع إكسبو 2020,Expo 2020 Site,,,,,,,0,15232.32,20000000.0,1313.0,,,2.0,0.0,1.0
550335,1-41-2013-8,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,02-01-2013,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,350,الثنيه الخامسة,Al Thanyah Fifth,ليك سايد,Lakeside,16.0,ليك سايد ريزيدنس ,LAKESIDE RESIDENCE,Jumeirah Lakes Towers, ابراج بحيرات الجميرا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,غرفة,1 B/R,1,77.51,844982.0,10901.59,,,1.0,1.0,0.0
